687,342
704,301
592,251
734,275
607,342
772,313
657,416
585,304
615,239
629,537
767,478
880,544
835,393
1002,396
505,403
669,322
621,286
593,299
600,253
596,268
581,344
758,325
586,301
560,248
626,343
870,243
660,357
721,493
613,450
785,346
867,465
694,430
599,522
611,480
542,348
